"","recordID","month","day","year","period","plot","note1","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5","treatment","resourcetreatment","anttreatment","Month"
"3177",37975,9,27,2003,304,20,NA,52,"RM","F","","","","","","E","",16,11,"237017","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"3178",38015,9,27,2003,304,23,NA,67,"RM","F","","","","","","E","",15,10,"","","0","","0","0","",NA,"","R","removal",NA,"all_ants","Sept"
"3179",38107,9,28,2003,304,7,NA,61,"PE","F","","","","","","E","",20,22,"","","0","","0","0","",NA,"","R","removal",NA,"none","Sept"
"3180",38109,9,28,2003,304,5,NA,42,"RM","F","","","","","","E","",16,11,"","","0","","0","0","",NA,"","R","removal",NA,"none","Sept"
"3181",38185,10,25,2003,305,24,NA,75,"RM","F","","","","","","E","",16,10,"","","0","","0","0","",NA,"","R","removal",NA,"none","Oct"
"3182",38812,4,17,2004,-311,22,10,47,"PB","F","","","","","","E","",26,33,"744805","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"3183",38859,4,18,2004,311,6,NA,27,"PB","F","","","","","P","B","",26,39,"00645F","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"3184",38871,4,18,2004,311,13,NA,51,"PB","F","","","","","","E","",26,38,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"3185",38880,4,18,2004,311,15,NA,31,"PB","F","","","","","P","E","",26,36,"4A4448","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"3186",38893,5,17,2004,312,1,NA,26,"PP","F","","","","","P","","",23,21,"6C134E","","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3187",38896,5,17,2004,312,2,NA,27,"PP","F","","","","","P","E","",22,22,"07393C","","0","","0","0","",NA,"","","control",NA,"none","May"
"3188",38918,5,17,2004,312,17,NA,73,"PB","F","","","","","P","","",27,44,"207E44","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3189",38934,5,17,2004,312,22,NA,33,"PP","F","","","","","P","","",22,17,"12302A","","0","","0","0","",NA,"","","control",NA,"none","May"
"3190",38937,5,17,2004,312,16,NA,45,"PP","F","","","","","","E","",22,25,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"3191",38943,5,18,2004,312,3,NA,15,"PB","F","","","","","P","E","",26,40,"291D46","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3192",38944,5,18,2004,312,3,NA,61,"PB","F","","","","","","B","",27,30,"6B4E68","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3193",38951,5,18,2004,312,4,NA,53,"PP","F","","","","","P","E","",22,17,"532629","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3194",38953,5,18,2004,312,4,NA,71,"PP","F","","","","","P","","",23,18,"6D487C","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3195",38956,5,18,2004,312,6,NA,51,"PB","F","","","","","","E","",27,36,"3E6613","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3196",38959,5,18,2004,312,6,NA,66,"PB","F","","","","","","E","",26,33,"4E4E36","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3197",38961,5,18,2004,312,6,NA,76,"PP","F","","","","","P","B","",22,18,"360307","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3198",38962,5,18,2004,312,6,NA,27,"PB","F","","","","","","B","",26,36,"00645F","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3199",38963,5,18,2004,312,11,NA,21,"PP","F","","","","","P","","",22,18,"656422","","0","","0","0","",NA,"","","control",NA,"none","May"
"3200",38964,5,18,2004,312,11,NA,44,"PP","F","","","","","","E","",22,17,"29150D","","0","","0","0","",NA,"","","control",NA,"none","May"
"3201",38967,5,18,2004,312,11,NA,14,"PP","F","","","","","P","E","",22,17,"3D5866","*","0","","0","0","",NA,"","","control",NA,"none","May"
"3202",38972,5,18,2004,312,9,NA,26,"PP","F","","","","","P","","",22,21,"46557B","*","0","","0","0","",NA,"","","spectabs",NA,"none","May"
"3203",38978,5,18,2004,312,8,NA,56,"PP","F","","","","","","E","",23,21,"4A5810","","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3204",38979,5,18,2004,312,8,NA,11,"PB","F","","","","","","E","",25,33,"351202","*","0","","0","0","",NA,"","","control",NA,"all_ants","May"
"3205",38987,5,18,2004,312,13,NA,61,"PB","F","","","","","P","","",27,43,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"3206",38996,5,18,2004,312,14,NA,63,"PP","F","","","","","","B","",21,19,"84075","","0","","0","0","",NA,"","","control",NA,"none","May"
"3207",39004,5,18,2004,312,15,NA,63,"PB","F","","","","","P","E","",25,46,"621B01","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3208",39005,5,18,2004,312,15,NA,51,"PB","F","","","","","","E","",26,33,"4A4448","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"3209",39013,6,19,2004,-313,20,10,56,"PB","F","","","","","P","","",26,29,"372C51","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3210",39015,6,19,2004,-313,20,10,67,"PP","F","","","","","P","E","",23,20,"151257","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3211",39021,6,19,2004,-313,20,10,15,"PP","F","","","","","P","E","",22,17,"325047","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3212",39023,6,19,2004,-313,21,10,66,"PB","F","","","","","P","E","",27,42,"6004PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3213",39029,6,19,2004,313,1,NA,32,"PP","F","","","","","P","E","",22,21,"6C134E","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"3214",39030,6,19,2004,313,1,NA,51,"PB","F","","","","","","B","",27,29,"69072B","*","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"3215",39034,6,19,2004,313,1,NA,54,"PP","F","","","","","","E","",23,20,"377B0A","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"3216",39037,6,19,2004,313,2,NA,52,"PP","F","","","","","","E","",21,15,"0D390C","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3217",39041,6,19,2004,313,2,NA,13,"PP","F","","","","","P","E","",23,21,"07393C","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3218",39066,6,19,2004,313,22,NA,34,"PB","F","","","","","","E","",27,29,"636F0B","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3219",39068,6,19,2004,313,22,NA,33,"PP","F","","","","","P","","",23,19,"462B04","*","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3220",39071,6,19,2004,313,22,NA,26,"PB","F","","","","","","B","",26,34,"744805","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3221",39081,6,20,2004,313,3,NA,72,"PP","F","","","","","","E","",22,19,"7002PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3222",39084,6,20,2004,313,3,NA,57,"PP","F","","","","","","E","",22,17,"554A64","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3223",39085,6,20,2004,313,3,NA,67,"PF","F","","","","","","E","",15,8,"411057","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3224",39086,6,20,2004,313,3,NA,52,"PP","F","","","","","P","","",23,14,"31185D","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3225",39089,6,20,2004,313,3,NA,41,"PB","F","","","","","","E","",27,28,"6B4E68","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3226",39090,6,20,2004,313,4,NA,71,"PP","F","","","","","","B","",22,18,"6D487C","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3227",39092,6,20,2004,313,4,NA,73,"PP","F","","","","","P","B","",22,19,"532629","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3228",39094,6,20,2004,313,4,NA,52,"PP","F","","","","","P","","",22,15,"2B6221","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3229",39099,6,20,2004,313,4,NA,41,"PP","F","","","","","P","","",22,14,"7A0E51","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3230",39102,6,20,2004,313,4,NA,56,"PP","F","","","","","P","","",23,14,"57143D","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3231",39104,6,20,2004,313,6,NA,27,"PP","F","","","","","P","","",23,17,"481A11","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3232",39105,6,20,2004,313,6,NA,43,"PB","F","","","","","","E","",26,35,"3E6613","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3233",39107,6,20,2004,313,6,NA,22,"PP","F","","","","","","E","",22,16,"3D5C44","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3234",39110,6,20,2004,313,6,NA,65,"PP","F","","","","","","B","",21,18,"360307","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3235",39113,6,20,2004,313,11,NA,27,"PP","F","","","","","P","E","",22,21,"29150D","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3236",39114,6,20,2004,313,11,NA,42,"PP","F","","","","","P","E","",22,21,"656422","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3237",39116,6,20,2004,313,11,NA,13,"PP","F","","","","","","E","",21,18,"3D5866","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3238",39118,6,20,2004,313,11,NA,56,"PP","F","","","","","P","","",23,19,"132A35","*","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3239",39120,6,20,2004,313,9,NA,25,"PP","F","","","","","P","E","",22,21,"236C5C","*","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"3240",39131,6,20,2004,313,8,NA,64,"PB","F","","","","","","E","",25,27,"1C477C","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3241",39134,6,20,2004,313,8,NA,36,"PB","F","","","","","","E","",25,26,"1F0440","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3242",39136,6,20,2004,313,8,NA,77,"PP","F","","","","","P","","",23,17,"18551B","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"3243",39142,6,20,2004,313,13,NA,32,"PB","F","","","","","","E","",26,38,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"3244",39150,6,20,2004,313,14,NA,43,"PP","F","","","","","P","E","",21,19,"84075","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"3245",39158,6,20,2004,313,15,NA,67,"PB","F","","","","","","E","",26,33,"59136E","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3246",39160,6,20,2004,313,15,NA,64,"PB","F","","","","","","E","",26,35,"4A4448","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"3247",39165,7,18,2004,-314,20,10,71,"PP","F","","","","","","B","",22,15,"3B5168","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3248",39166,7,18,2004,-314,20,10,76,"PP","F","","","","","P","E","",22,21,"151257","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3249",39167,7,18,2004,-314,20,10,74,"PB","F","","","","","","E","",26,26,"372C51","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3250",39176,7,18,2004,314,1,NA,75,"PP","F","","","","","","E","",23,18,"13566D","","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"3251",39184,7,18,2004,314,1,NA,62,"PB","F","","","","","","E","",27,28,"69072B","","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"3252",39191,7,18,2004,314,2,NA,34,"PP","F","","","","","","B","",23,18,"07393C","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3253",39200,7,18,2004,314,12,NA,75,"PP","F","","","","","","B","",22,17,"0F7836","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3254",39206,7,18,2004,314,18,NA,17,"PB","F","","","","","","E","",26,36,"76096E","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3255",39208,7,18,2004,314,18,NA,51,"PP","F","","","","","","B","",22,19,"444D40","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3256",39209,7,18,2004,314,18,NA,44,"PB","F","","","","","","E","",26,26,"58496D","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3257",39210,7,18,2004,314,18,NA,31,"PB","F","","","","","","E","",25,36,"94558","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3258",39218,7,18,2004,314,17,NA,37,"PP","F","","","","","P","E","",22,20,"5E5C41","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3259",39220,7,18,2004,314,21,NA,66,"PB","F","","","","","","E","",27,35,"6004PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3260",39226,7,18,2004,314,22,NA,26,"PB","F","","","","","","E","",26,31,"744805","*","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3261",39232,7,18,2004,314,22,NA,64,"PB","F","","","","","","E","",26,27,"636F0B","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3262",39240,7,19,2004,314,3,NA,56,"PF","F","","","","","","E","",15,7,"674A5E","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3263",39244,7,19,2004,314,3,NA,42,"PB","F","","","","","","E","",28,30,"6B4E68","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3264",39246,7,19,2004,314,3,NA,17,"PP","F","","","","","","E","",22,15,"554A64","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3265",39250,7,19,2004,314,4,NA,45,"PP","F","","","","","","E","",22,15,"532629","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3266",39256,7,19,2004,314,4,NA,71,"PP","F","","","","","","B","",22,16,"6D487C","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3267",39257,7,19,2004,314,4,NA,25,"PP","F","","","","","","E","",23,17,"2B6221","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3268",39260,7,19,2004,314,6,NA,11,"PP","F","","","","","","E","",22,14,"574A73","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3269",39261,7,19,2004,314,6,NA,31,"PB","F","","","","","","E","",26,31,"3E6613","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3270",39264,7,19,2004,314,6,NA,62,"PP","F","","","","","","E","",22,16,"20780E","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3271",39266,7,19,2004,314,6,NA,71,"PP","F","","","","","","E","",22,19,"6004PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"3272",39269,7,19,2004,314,11,NA,65,"PP","F","","","","","","E","",23,14,"633C6B","*","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3273",39270,7,19,2004,314,11,NA,32,"PP","F","","","","","","E","",22,15,"69701A","*","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3274",39272,7,19,2004,314,11,NA,72,"PP","F","","","","","","B","",22,17,"29150D","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3275",39273,7,19,2004,314,11,NA,14,"PP","F","","","","","","E","",21,16,"3D5866","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"3276",39286,7,19,2004,314,8,NA,11,"PB","F","","","","","","E","",25,31,"77223C","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3277",39287,7,19,2004,314,8,NA,76,"PP","F","","","","","","E","",22,20,"4A5810","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"3278",39300,7,19,2004,314,13,NA,33,"PB","F","","","","","P","","",28,41,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"3279",39320,7,19,2004,314,7,NA,12,"PP","F","","","","","","B","",23,20,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jul"
"3280",39322,7,19,2004,314,7,NA,57,"PB","F","","","","","","E","",26,26,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jul"
"3281",39389,8,20,2004,315,3,NA,56,"PP","F","","","","","","R","",21,19,"0A0621","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3282",39390,8,20,2004,315,3,NA,51,"PB","F","","","","","","E","",27,30,"6B4E68","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3283",39400,8,20,2004,315,3,NA,12,"PP","F","","","","","","E","",22,15,"186978","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3284",39406,8,20,2004,315,4,NA,17,"PP","F","","","","","","E","",23,15,"7A0E51","","0","","0","0","",NA,"","","control",NA,"all_ants","Aug"
"3285",39407,8,20,2004,315,4,NA,61,"PP","F","","","","","","E","",22,18,"6D487C","","0","","0","0","",NA,"","","control",NA,"all_ants","Aug"
"3286",39410,8,20,2004,315,4,NA,77,"PP","F","","","","","","E","",21,16,"532629","","0","","0","0","",NA,"","","control",NA,"all_ants","Aug"
"3287",39415,8,20,2004,315,6,NA,11,"PP","F","","","","","","E","",20,20,"3D5C44","","0","","0","0","",NA,"","","exclosure",NA,"none","Aug"
"3288",39421,8,20,2004,315,11,NA,22,"PP","F","","","","","","E","",22,17,"69701A","","0","","0","0","",NA,"","","control",NA,"none","Aug"
"3289",39430,8,20,2004,315,9,NA,41,"PP","F","","","","","","E","",23,18,"300A67","","0","","0","0","",NA,"","","spectabs",NA,"none","Aug"
"3290",39442,8,20,2004,315,13,NA,54,"PB","F","","","","","P","E","",26,37,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Aug"
"3291",39448,8,20,2004,315,14,NA,52,"PP","F","","","","","","B","",21,15,"1F176C","*","0","","0","0","",NA,"","","control",NA,"none","Aug"
"3292",39467,9,11,2004,316,1,NA,31,"PB","F","","","","","","B","",27,33,"69072B","","0","","0","0","",NA,"","","spectabs",NA,"none","Sept"
"3293",39469,9,11,2004,316,2,NA,31,"PP","F","","","","","","E","",21,16,"0D3903","","0","","0","0","",NA,"","","control",NA,"none","Sept"
"3294",39476,9,11,2004,316,2,NA,15,"PB","F","","","","","","B","",26,34,"6B3271","","0","","0","0","",NA,"","","control",NA,"none","Sept"
"3295",39481,9,11,2004,316,12,NA,72,"PP","F","","","","","","B","",20,18,"0F7836","","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"3296",39488,9,11,2004,316,18,NA,61,"PB","F","","","","","","B","",25,28,"194A4D","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"3297",39489,9,11,2004,316,18,NA,64,"PB","F","","","","","","B","",26,34,"58496D","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"3298",39492,9,11,2004,316,18,NA,13,"PB","F","","","","","","R","",29,31,"76096E","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"3299",39498,9,11,2004,316,17,NA,24,"PP","F","","","","","","B","",23,18,"5E5C41","","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"3300",39528,9,12,2004,316,3,NA,51,"PB","F","","","","","","B","",26,33,"6B4E68","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"3301",39531,9,12,2004,316,3,NA,75,"PP","F","","","","","","E","",23,19,"0A0621","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"3302",39542,9,12,2004,316,4,NA,77,"PP","F","","","","","","R","",24,18,"57143D","","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"3303",39544,9,12,2004,316,4,NA,16,"PP","F","","","","","","R","",22,16,"736B2C","*","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"3304",39545,9,12,2004,316,4,NA,63,"PP","F","","","","","","R","",20,16,"532629","","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"3305",39560,9,12,2004,316,11,NA,11,"PB","F","","","","","","B","",27,35,"140F00","*","0","","0","0","",NA,"","","control",NA,"none","Sept"
"3306",39561,9,12,2004,316,11,NA,12,"PP","F","","","","","","B","",21,17,"35796C","*","0","","0","0","",NA,"","","control",NA,"none","Sept"
"3307",39567,9,12,2004,316,8,NA,53,"PP","F","","","","","","E","",21,16,"0B140F","*","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"3308",39575,9,12,2004,316,13,NA,31,"PB","F","","","","","","B","",27,42,"24659","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"3309",39588,9,12,2004,316,15,NA,73,"PB","F","","","","","","B","",26,29,"4A2F19","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"3310",39614,10,16,2004,317,2,NA,31,"PB","F","","","","","","E","",27,32,"6B3271","","0","","0","0","",NA,"","","control",NA,"none","Oct"
"3311",39633,10,16,2004,317,18,NA,67,"PB","F","","","","","","B","",25,34,"58496D","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"3312",39645,10,16,2004,317,17,NA,61,"PB","F","","","","","","E","",25,29,"515201","*","0","","0","0","",NA,"","","control",NA,"all_ants","Oct"
"3313",39652,10,16,2004,317,22,NA,35,"PB","F","","","","","","E","",26,30,"744805","","0","","0","0","",NA,"","","control",NA,"none","Oct"
"3314",39669,10,16,2004,317,24,NA,54,"PE","F","","","","","P","","",20,25,"0","","0","","0","0","",NA,"","R","removal",NA,"none","Oct"
"3315",39671,10,16,2004,317,23,NA,35,"PP","F","","","","","","B","",21,16,"0","","0","","0","0","",NA,"","R","removal",NA,"all_ants","Oct"
"3316",39711,10,17,2004,317,9,NA,63,"PP","F","","","","","","B","",22,17,"300A67","","0","","0","0","",NA,"","","spectabs",NA,"none","Oct"
